,smiles,value,cano_smiles
74,CCCCN=CNC1=CC=C(C=C1)C2=CN=CN2,-1.0499928569201429,CCCCN=CNc1ccc(-c2cnc[nH]2)cc1
75,CC(=O)C1=CC=C(C=C1)OCC2=CC=C(C=C2)CN3CCCC3,-3.889999934748613,CC(=O)c1ccc(OCc2ccc(CN3CCCC3)cc2)cc1
76,CSCCNC(=NCCCC1=CN=CN1)NC#N,-1.2000292665537704,CSCCNC(=NCCCc1cnc[nH]1)NC#N
77,CCC(C)(C)N=CNC1=CC=C(C=C1)C2=CN=CN2,-0.8802417758954804,CCC(C)(C)N=CNc1ccc(-c2cnc[nH]2)cc1
78,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCNC(=O)C3=CC(=C(C=C3)N=[N+]=[N-])I)NC#N,-2.1899953399643186,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCNC(=O)c1ccc(N=[N+]=[N-])c(I)c1
79,CC1=C(N=CN1)CSCCNC(=O)NCCCC2=CN=CN2,-3.799999762890647,Cc1[nH]cnc1CSCCNC(=O)NCCCc1cnc[nH]1
80,CC(C)N=CNC1=CC=C(C=C1)C2=CN=CN2.Cl.Cl,-1.4499409887733377,CC(C)N=CNc1ccc(-c2cnc[nH]2)cc1.Cl.Cl
81,CC1=C(N=CN1)CSCCNC(=NC)NC#N,-2.60000308662774,CN=C(NC#N)NCCSCc1nc[nH]c1C
82,CNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,-2.1899953399643186,CNC(=O)NCCCOc1cccc(CN2CCCCC2)c1
83,CC1=C(N=CN1)CSCCNC(=NCCCCC2=CN=CN2)N.Cl.Cl.Cl,-3.059998630149692,Cc1[nH]cnc1CSCCNC(N)=NCCCCc1cnc[nH]1.Cl.Cl.Cl
84,C1CCN(CC1)CC2=CC(=CC=C2)OCCCN=C(NCCNC(=O)C3=CC(=C(C(=C3)I)N)I)NC#N,-1.2100508498751372,N#CNC(=NCCCOc1cccc(CN2CCCCC2)c1)NCCNC(=O)c1cc(I)c(N)c(I)c1
